make;model;year;engine_fuel_type;engine_hp;engine_cylinders;transmission_type;vehicle_style;highway_mpg;city_mpg;msrp;car_id
Suzuki;Kizashi;2011;regular unleaded;180.0;4.0;AUTOMATIC;Sedan;31;23;21049;Suzuki Kizashi 2011
Suzuki;Kizashi;2012;regular unleaded;180.0;4.0;AUTOMATIC;Sedan;30;23;23899;Suzuki Kizashi 2012
Suzuki;Kizashi;2013;regular unleaded;180.0;4.0;AUTOMATIC;Sedan;30;23;25799;Suzuki Kizashi 2013
Buick;LaCrosse;2015;regular unleaded;182.0;4.0;AUTOMATIC;Sedan;36;25;35725;Buick LaCrosse 2015
Buick;LaCrosse;2016;flex-fuel (unleaded/E85);304.0;6.0;AUTOMATIC;Sedan;28;18;34065;Buick LaCrosse 2016
Buick;LaCrosse;2017;regular unleaded;310.0;6.0;AUTOMATIC;Sedan;31;21;36065;Buick LaCrosse 2017
Mitsubishi;Lancer Evolution;2013;premium unleaded (required);291.0;4.0;AUTOMATED_MANUAL;Sedan;22;17;37895;Mitsubishi Lancer Evolution 2013
Mitsubishi;Lancer Evolution;2014;premium unleaded (required);291.0;4.0;AUTOMATED_MANUAL;Sedan;22;17;38195;Mitsubishi Lancer Evolution 2014
Mitsubishi;Lancer Evolution;2015;premium unleaded (required);303.0;4.0;MANUAL;Sedan;23;17;37995;Mitsubishi Lancer Evolution 2015
Mitsubishi;Lancer Sportback;2012;regular unleaded;168.0;4.0;AUTOMATIC;4dr Hatchback;29;22;21345;Mitsubishi Lancer Sportback 2012
Mitsubishi;Lancer Sportback;2013;regular unleaded;148.0;4.0;AUTOMATIC;4dr Hatchback;32;24;18495;Mitsubishi Lancer Sportback 2013
Mitsubishi;Lancer Sportback;2014;regular unleaded;168.0;4.0;AUTOMATIC;4dr Hatchback;29;22;21945;Mitsubishi Lancer Sportback 2014
Mitsubishi;Lancer;2015;regular unleaded;148.0;4.0;MANUAL;Sedan;34;25;17395;Mitsubishi Lancer 2015
Mitsubishi;Lancer;2016;regular unleaded;148.0;4.0;AUTOMATIC;Sedan;35;27;18595;Mitsubishi Lancer 2016
Mitsubishi;Lancer;2017;regular unleaded;168.0;4.0;AUTOMATIC;Sedan;30;23;20295;Mitsubishi Lancer 2017
Toyota;Land Cruiser;2015;regular unleaded;381.0;8.0;AUTOMATIC;4dr SUV;18;13;80155;Toyota Land Cruiser 2015
Toyota;Land Cruiser;2016;regular unleaded;381.0;8.0;AUTOMATIC;4dr SUV;18;13;83825;Toyota Land Cruiser 2016
Toyota;Land Cruiser;2017;regular unleaded;381.0;8.0;AUTOMATIC;4dr SUV;18;13;84325;Toyota Land Cruiser 2017
Maybach;Landaulet;2011;premium unleaded (required);620.0;12.0;AUTOMATIC;Convertible;16;10;1380000;Maybach Landaulet 2011
Maybach;Landaulet;2012;premium unleaded (required);620.0;12.0;AUTOMATIC;Convertible;16;10;1382750;Maybach Landaulet 2012
Plymouth;Laser;1992;regular unleaded;92.0;4.0;MANUAL;2dr Hatchback;29;21;2000;Plymouth Laser 1992
Plymouth;Laser;1993;regular unleaded;195.0;4.0;MANUAL;2dr Hatchback;23;18;2000;Plymouth Laser 1993
Plymouth;Laser;1994;regular unleaded;195.0;4.0;MANUAL;2dr Hatchback;23;18;2000;Plymouth Laser 1994
Chrysler;Le Baron;1993;regular unleaded;141.0;6.0;MANUAL;Coupe;26;17;2000;Chrysler Le Baron 1993
Chrysler;Le Baron;1994;regular unleaded;141.0;6.0;AUTOMATIC;Convertible;26;18;2000;Chrysler Le Baron 1994
Chrysler;Le Baron;1995;regular unleaded;141.0;6.0;AUTOMATIC;Convertible;26;18;2000;Chrysler Le Baron 1995
Pontiac;Le Mans;1991;regular unleaded;74.0;4.0;MANUAL;Coupe;34;25;2000;Pontiac Le Mans 1991
Pontiac;Le Mans;1992;regular unleaded;74.0;4.0;MANUAL;Coupe;34;24;2000;Pontiac Le Mans 1992
Pontiac;Le Mans;1993;regular unleaded;74.0;4.0;MANUAL;Sedan;37;26;2000;Pontiac Le Mans 1993
Subaru;Legacy;2015;regular unleaded;175.0;4.0;AUTOMATIC;Sedan;36;26;26495;Subaru Legacy 2015
Subaru;Legacy;2016;regular unleaded;175.0;4.0;AUTOMATIC;Sedan;36;26;21745;Subaru Legacy 2016
Subaru;Legacy;2017;regular unleaded;256.0;6.0;AUTOMATIC;Sedan;28;20;31640;Subaru Legacy 2017
Acura;Legend;1993;regular unleaded;200.0;6.0;MANUAL;Sedan;23;15;2000;Acura Legend 1993
Acura;Legend;1994;regular unleaded;230.0;6.0;MANUAL;Coupe;24;16;2181;Acura Legend 1994
Acura;Legend;1995;regular unleaded;200.0;6.0;AUTOMATIC;Sedan;22;17;2356;Acura Legend 1995
Buick;LeSabre;2003;regular unleaded;205.0;6.0;AUTOMATIC;Sedan;27;17;25645;Buick LeSabre 2003
Buick;LeSabre;2004;regular unleaded;205.0;6.0;AUTOMATIC;Sedan;27;18;26040;Buick LeSabre 2004
Buick;LeSabre;2005;regular unleaded;205.0;6.0;AUTOMATIC;Sedan;27;18;26725;Buick LeSabre 2005
Maserati;Levante;2017;premium unleaded (required);424.0;6.0;AUTOMATIC;4dr SUV;19;14;83000;Maserati Levante 2017
Lexus;LFA;2012;premium unleaded (required);552.0;10.0;AUTOMATED_MANUAL;Coupe;16;11;375000;Lexus LFA 2012
Chrysler;LHS;1999;regular unleaded;253.0;6.0;AUTOMATIC;Sedan;24;16;2000;Chrysler LHS 1999
Chrysler;LHS;2000;regular unleaded;253.0;6.0;AUTOMATIC;Sedan;24;16;2087;Chrysler LHS 2000
Chrysler;LHS;2001;premium unleaded (required);253.0;6.0;AUTOMATIC;Sedan;24;16;28680;Chrysler LHS 2001
Subaru;Loyale;1992;regular unleaded;90.0;4.0;MANUAL;Wagon;28;22;2000;Subaru Loyale 1992
Subaru;Loyale;1993;regular unleaded;90.0;4.0;MANUAL;Wagon;28;22;2000;Subaru Loyale 1993
Subaru;Loyale;1994;regular unleaded;90.0;4.0;MANUAL;Wagon;26;21;2000;Subaru Loyale 1994
Land Rover;LR2;2013;premium unleaded (recommended);240.0;4.0;AUTOMATIC;4dr SUV;24;17;36400;Land Rover LR2 2013
Land Rover;LR2;2014;premium unleaded (recommended);240.0;4.0;AUTOMATIC;4dr SUV;24;17;36600;Land Rover LR2 2014
Land Rover;LR2;2015;premium unleaded (recommended);240.0;4.0;AUTOMATIC;4dr SUV;24;17;36600;Land Rover LR2 2015
Land Rover;LR3;2008;premium unleaded (required);300.0;8.0;AUTOMATIC;4dr SUV;17;12;48525;Land Rover LR3 2008
Land Rover;LR3;2009;premium unleaded (required);300.0;8.0;AUTOMATIC;4dr SUV;17;12;45975;Land Rover LR3 2009
Land Rover;LR4;2014;premium unleaded (required);340.0;6.0;AUTOMATIC;4dr SUV;19;14;49700;Land Rover LR4 2014
Land Rover;LR4;2015;premium unleaded (required);340.0;6.0;AUTOMATIC;4dr SUV;19;14;60600;Land Rover LR4 2015
Land Rover;LR4;2016;premium unleaded (required);340.0;6.0;AUTOMATIC;4dr SUV;19;15;50400;Land Rover LR4 2016
Lexus;LS 400;1998;regular unleaded;290.0;8.0;AUTOMATIC;Sedan;23;17;4207;Lexus LS 400 1998
Lexus;LS 400;1999;regular unleaded;290.0;8.0;AUTOMATIC;Sedan;23;16;4556;Lexus LS 400 1999
Lexus;LS 400;2000;regular unleaded;290.0;8.0;AUTOMATIC;Sedan;23;16;5035;Lexus LS 400 2000
Lexus;LS 430;2004;premium unleaded (required);290.0;8.0;AUTOMATIC;Sedan;23;16;55375;Lexus LS 430 2004
Lexus;LS 430;2005;premium unleaded (required);290.0;8.0;AUTOMATIC;Sedan;23;16;56225;Lexus LS 430 2005
Lexus;LS 430;2006;premium unleaded (required);278.0;8.0;AUTOMATIC;Sedan;23;16;56525;Lexus LS 430 2006
Lexus;LS 460;2015;premium unleaded (required);360.0;8.0;AUTOMATIC;Sedan;23;16;82305;Lexus LS 460 2015
Lexus;LS 460;2016;premium unleaded (required);360.0;8.0;AUTOMATIC;Sedan;23;16;75465;Lexus LS 460 2016
Lexus;LS 460;2017;premium unleaded (required);359.0;8.0;AUTOMATIC;Sedan;23;16;82305;Lexus LS 460 2017
Lexus;LS 600h L;2014;premium unleaded (required);438.0;8.0;AUTOMATIC;Sedan;23;19;120060;Lexus LS 600h L 2014
Lexus;LS 600h L;2015;premium unleaded (required);438.0;8.0;AUTOMATIC;Sedan;23;19;120440;Lexus LS 600h L 2015
Lexus;LS 600h L;2016;premium unleaded (required);438.0;8.0;AUTOMATIC;Sedan;23;19;120440;Lexus LS 600h L 2016
Lincoln;LS;2004;premium unleaded (required);232.0;6.0;AUTOMATIC;Sedan;24;17;36770;Lincoln LS 2004
Lincoln;LS;2005;premium unleaded (required);280.0;8.0;AUTOMATIC;Sedan;22;16;43590;Lincoln LS 2005
Lincoln;LS;2006;regular unleaded;280.0;8.0;AUTOMATIC;Sedan;23;16;39285;Lincoln LS 2006
Oldsmobile;LSS;1997;regular unleaded;240.0;6.0;AUTOMATIC;Sedan;24;16;2136;Oldsmobile LSS 1997
Oldsmobile;LSS;1998;regular unleaded;195.0;6.0;AUTOMATIC;Sedan;27;17;2283;Oldsmobile LSS 1998
Oldsmobile;LSS;1999;regular unleaded;240.0;6.0;AUTOMATIC;Sedan;25;16;2681;Oldsmobile LSS 1999
Ford;LTD Crown Victoria;1990;regular unleaded;150.0;8.0;AUTOMATIC;Sedan;22;15;2000;Ford LTD Crown Victoria 1990
Ford;LTD Crown Victoria;1991;regular unleaded;150.0;8.0;AUTOMATIC;Wagon;22;15;2000;Ford LTD Crown Victoria 1991
Buick;Lucerne;2009;premium unleaded (recommended);292.0;8.0;AUTOMATIC;Sedan;22;15;40205;Buick Lucerne 2009
Buick;Lucerne;2010;flex-fuel (unleaded/E85);227.0;6.0;AUTOMATIC;Sedan;26;17;35730;Buick Lucerne 2010
Buick;Lucerne;2011;flex-fuel (unleaded/E85);227.0;6.0;AUTOMATIC;Sedan;27;17;29730;Buick Lucerne 2011
Chevrolet;Lumina Minivan;1994;regular unleaded;120.0;6.0;AUTOMATIC;Passenger Minivan;21;17;2000;Chevrolet Lumina Minivan 1994
Chevrolet;Lumina Minivan;1995;regular unleaded;120.0;6.0;AUTOMATIC;Passenger Minivan;21;17;2000;Chevrolet Lumina Minivan 1995
Chevrolet;Lumina Minivan;1996;regular unleaded;180.0;6.0;AUTOMATIC;Passenger Minivan;24;17;2000;Chevrolet Lumina Minivan 1996
Chevrolet;Lumina;1999;regular unleaded;160.0;6.0;AUTOMATIC;Sedan;26;17;2000;Chevrolet Lumina 1999
Chevrolet;Lumina;2000;regular unleaded;175.0;6.0;AUTOMATIC;Sedan;27;18;2100;Chevrolet Lumina 2000
Chevrolet;Lumina;2001;regular unleaded;175.0;6.0;AUTOMATIC;Sedan;26;18;18890;Chevrolet Lumina 2001
Lexus;LX 450;1996;regular unleaded;212.0;6.0;AUTOMATIC;4dr SUV;14;12;3667;Lexus LX 450 1996
Lexus;LX 450;1997;regular unleaded;212.0;6.0;AUTOMATIC;4dr SUV;14;12;4282;Lexus LX 450 1997
Lexus;LX 470;2005;regular unleaded;235.0;8.0;AUTOMATIC;4dr SUV;16;12;65225;Lexus LX 470 2005
Lexus;LX 470;2006;regular unleaded;275.0;8.0;AUTOMATIC;4dr SUV;15;12;67395;Lexus LX 470 2006
Lexus;LX 470;2007;regular unleaded;268.0;8.0;AUTOMATIC;4dr SUV;15;12;67395;Lexus LX 470 2007
Lexus;LX 570;2015;premium unleaded (recommended);383.0;8.0;AUTOMATIC;4dr SUV;17;12;83180;Lexus LX 570 2015
Lexus;LX 570;2016;premium unleaded (recommended);383.0;8.0;AUTOMATIC;4dr SUV;18;13;88880;Lexus LX 570 2016
Lexus;LX 570;2017;premium unleaded (recommended);383.0;8.0;AUTOMATIC;4dr SUV;18;13;89380;Lexus LX 570 2017
Mercedes-Benz;M-Class;2013;diesel;240.0;6.0;AUTOMATIC;4dr SUV;28;20;51270;Mercedes-Benz M-Class 2013
Mercedes-Benz;M-Class;2014;premium unleaded (required);518.0;8.0;AUTOMATIC;4dr SUV;17;13;97250;Mercedes-Benz M-Class 2014
Mercedes-Benz;M-Class;2015;premium unleaded (required);329.0;6.0;AUTOMATIC;4dr SUV;22;18;62900;Mercedes-Benz M-Class 2015
BMW;M2;2016;premium unleaded (required);365.0;6.0;MANUAL;Coupe;26;18;51700;BMW M2 2016
BMW;M2;2017;premium unleaded (required);365.0;6.0;MANUAL;Coupe;26;18;51700;BMW M2 2017
Infiniti;M30;1990;regular unleaded;162.0;6.0;AUTOMATIC;Coupe;23;17;2000;Infiniti M30 1990
Infiniti;M30;1991;regular unleaded;162.0;6.0;AUTOMATIC;Convertible;23;17;2000;Infiniti M30 1991
Infiniti;M30;1992;regular unleaded;162.0;6.0;AUTOMATIC;Coupe;23;17;2000;Infiniti M30 1992
Infiniti;M35;2008;premium unleaded (required);275.0;6.0;AUTOMATIC;Sedan;23;16;43900;Infiniti M35 2008
Infiniti;M35;2009;premium unleaded (recommended);303.0;6.0;AUTOMATIC;Sedan;25;17;45800;Infiniti M35 2009
Infiniti;M35;2010;premium unleaded (recommended);303.0;6.0;AUTOMATIC;Sedan;25;17;45800;Infiniti M35 2010
Infiniti;M37;2011;premium unleaded (recommended);330.0;6.0;AUTOMATIC;Sedan;24;17;49200;Infiniti M37 2011
BMW;M3;2015;premium unleaded (required);425.0;6.0;MANUAL;Sedan;26;17;62000;BMW M3 2015
BMW;M3;2016;premium unleaded (required);425.0;6.0;MANUAL;Sedan;26;17;63500;BMW M3 2016
BMW;M3;2017;premium unleaded (required);425.0;6.0;MANUAL;Sedan;26;17;64000;BMW M3 2017
BMW;M4 GTS;2016;premium unleaded (required);493.0;6.0;AUTOMATED_MANUAL;Coupe;23;16;133205;BMW M4 GTS 2016
Infiniti;M45;2008;premium unleaded (required);325.0;8.0;AUTOMATIC;Sedan;21;16;50250;Infiniti M45 2008
Infiniti;M45;2009;premium unleaded (required);325.0;8.0;AUTOMATIC;Sedan;21;16;52150;Infiniti M45 2009
Infiniti;M45;2010;premium unleaded (required);325.0;8.0;AUTOMATIC;Sedan;20;14;54650;Infiniti M45 2010
BMW;M4;2015;premium unleaded (required);425.0;6.0;MANUAL;Coupe;26;17;64200;BMW M4 2015
BMW;M4;2016;premium unleaded (required);425.0;6.0;MANUAL;Convertible;26;17;74200;BMW M4 2016
BMW;M4;2017;premium unleaded (required);425.0;6.0;MANUAL;Convertible;26;17;74700;BMW M4 2017
Infiniti;M56;2011;premium unleaded (required);420.0;8.0;AUTOMATIC;Sedan;23;16;60950;Infiniti M56 2011
BMW;M5;2014;premium unleaded (required);552.0;8.0;AUTOMATED_MANUAL;Sedan;20;14;92900;BMW M5 2014
BMW;M5;2015;premium unleaded (required);560.0;8.0;AUTOMATED_MANUAL;Sedan;20;14;93600;BMW M5 2015
BMW;M5;2016;premium unleaded (required);560.0;8.0;AUTOMATED_MANUAL;Sedan;20;14;94100;BMW M5 2016
BMW;M6 Gran Coupe;2015;premium unleaded (required);560.0;8.0;AUTOMATED_MANUAL;Sedan;20;14;115700;BMW M6 Gran Coupe 2015
BMW;M6 Gran Coupe;2016;premium unleaded (required);552.0;8.0;AUTOMATED_MANUAL;Sedan;20;14;117200;BMW M6 Gran Coupe 2016
BMW;M6 Gran Coupe;2017;premium unleaded (required);560.0;8.0;AUTOMATED_MANUAL;Sedan;20;14;117500;BMW M6 Gran Coupe 2017
BMW;M6;2015;premium unleaded (required);560.0;8.0;AUTOMATED_MANUAL;Convertible;20;14;118200;BMW M6 2015
BMW;M6;2016;premium unleaded (required);552.0;8.0;AUTOMATED_MANUAL;Convertible;20;14;119700;BMW M6 2016
BMW;M6;2017;premium unleaded (required);560.0;8.0;AUTOMATED_MANUAL;Coupe;20;14;113700;BMW M6 2017
Porsche;Macan;2015;premium unleaded (required);400.0;6.0;AUTOMATED_MANUAL;4dr SUV;23;17;72300;Porsche Macan 2015
Porsche;Macan;2016;premium unleaded (required);340.0;6.0;AUTOMATED_MANUAL;4dr SUV;23;17;52600;Porsche Macan 2016
Porsche;Macan;2017;premium unleaded (required);360.0;6.0;AUTOMATED_MANUAL;4dr SUV;23;17;67200;Porsche Macan 2017
Dodge;Magnum;2006;regular unleaded;340.0;8.0;AUTOMATIC;Wagon;22;15;32855;Dodge Magnum 2006
Dodge;Magnum;2007;regular unleaded;250.0;6.0;AUTOMATIC;Wagon;22;15;29860;Dodge Magnum 2007
Dodge;Magnum;2008;premium unleaded (recommended);425.0;8.0;AUTOMATIC;Wagon;18;13;38105;Dodge Magnum 2008
Chevrolet;Malibu Classic;2008;regular unleaded;219.0;6.0;AUTOMATIC;Sedan;29;18;20320;Chevrolet Malibu Classic 2008
Chevrolet;Malibu Hybrid;2008;regular unleaded;164.0;4.0;AUTOMATIC;Sedan;32;24;23640;Chevrolet Malibu Hybrid 2008
Chevrolet;Malibu Hybrid;2009;regular unleaded;164.0;4.0;AUTOMATIC;Sedan;34;26;25555;Chevrolet Malibu Hybrid 2009
Chevrolet;Malibu Hybrid;2010;regular unleaded;164.0;4.0;AUTOMATIC;Sedan;34;26;25925;Chevrolet Malibu Hybrid 2010
Chevrolet;Malibu Limited;2016;regular unleaded;197.0;4.0;AUTOMATIC;Sedan;34;24;23835;Chevrolet Malibu Limited 2016
Chevrolet;Malibu Maxx;2005;regular unleaded;200.0;6.0;AUTOMATIC;4dr Hatchback;28;20;24610;Chevrolet Malibu Maxx 2005
Chevrolet;Malibu Maxx;2006;regular unleaded;201.0;6.0;AUTOMATIC;4dr Hatchback;28;20;23465;Chevrolet Malibu Maxx 2006
Chevrolet;Malibu Maxx;2007;regular unleaded;217.0;6.0;AUTOMATIC;4dr Hatchback;28;18;20575;Chevrolet Malibu Maxx 2007
Chevrolet;Malibu;2015;regular unleaded;196.0;4.0;AUTOMATIC;Sedan;36;25;28195;Chevrolet Malibu 2015
Chevrolet;Malibu;2016;regular unleaded;160.0;4.0;AUTOMATIC;Sedan;37;27;21625;Chevrolet Malibu 2016
Chevrolet;Malibu;2017;regular unleaded;160.0;4.0;AUTOMATIC;Sedan;36;27;25125;Chevrolet Malibu 2017
Lincoln;Mark LT;2006;regular unleaded;300.0;8.0;AUTOMATIC;Crew Cab Pickup;18;13;38680;Lincoln Mark LT 2006
Lincoln;Mark LT;2007;regular unleaded;300.0;8.0;AUTOMATIC;Crew Cab Pickup;16;12;41225;Lincoln Mark LT 2007
Lincoln;Mark LT;2008;regular unleaded;300.0;8.0;AUTOMATIC;Crew Cab Pickup;16;12;38915;Lincoln Mark LT 2008
Lincoln;Mark VIII;1996;regular unleaded;280.0;8.0;AUTOMATIC;Coupe;24;16;2000;Lincoln Mark VIII 1996
Lincoln;Mark VIII;1997;regular unleaded;280.0;8.0;AUTOMATIC;Coupe;24;16;2263;Lincoln Mark VIII 1997
Lincoln;Mark VIII;1998;regular unleaded;280.0;8.0;AUTOMATIC;Coupe;24;15;2411;Lincoln Mark VIII 1998
Lincoln;Mark VII;1990;regular unleaded;225.0;8.0;AUTOMATIC;Coupe;22;15;2000;Lincoln Mark VII 1990
Lincoln;Mark VII;1991;regular unleaded;225.0;8.0;AUTOMATIC;Coupe;22;15;2000;Lincoln Mark VII 1991
Lincoln;Mark VII;1992;regular unleaded;225.0;8.0;AUTOMATIC;Coupe;22;15;2000;Lincoln Mark VII 1992
Toyota;Matrix;2011;regular unleaded;132.0;4.0;AUTOMATIC;4dr Hatchback;32;25;19685;Toyota Matrix 2011
Toyota;Matrix;2012;regular unleaded;158.0;4.0;AUTOMATIC;4dr Hatchback;26;20;21715;Toyota Matrix 2012
Toyota;Matrix;2013;regular unleaded;132.0;4.0;AUTOMATIC;4dr Hatchback;32;25;20115;Toyota Matrix 2013
Nissan;Maxima;2014;premium unleaded (recommended);290.0;6.0;AUTOMATIC;Sedan;26;19;34380;Nissan Maxima 2014
Nissan;Maxima;2016;premium unleaded (recommended);300.0;6.0;AUTOMATIC;Sedan;30;22;36990;Nissan Maxima 2016
Nissan;Maxima;2017;premium unleaded (recommended);300.0;6.0;AUTOMATIC;Sedan;30;21;34590;Nissan Maxima 2017
Mercedes-Benz;Maybach;2016;premium unleaded (required);523.0;12.0;AUTOMATIC;Sedan;20;13;189350;Mercedes-Benz Maybach 2016
Mercedes-Benz;Maybach;2017;premium unleaded (required);523.0;12.0;AUTOMATIC;Sedan;21;13;191300;Mercedes-Benz Maybach 2017
Mazda;Mazdaspeed 3;2011;premium unleaded (required);263.0;4.0;MANUAL;4dr Hatchback;25;18;23700;Mazda Mazdaspeed 3 2011
Mazda;Mazdaspeed 3;2012;premium unleaded (required);263.0;4.0;MANUAL;4dr Hatchback;25;18;24000;Mazda Mazdaspeed 3 2012
Mazda;Mazdaspeed 3;2013;premium unleaded (required);263.0;4.0;MANUAL;4dr Hatchback;25;18;24200;Mazda Mazdaspeed 3 2013
Mazda;Mazdaspeed 6;2006;premium unleaded (required);274.0;4.0;MANUAL;Sedan;23;17;27995;Mazda Mazdaspeed 6 2006
Mazda;Mazdaspeed 6;2007;premium unleaded (required);274.0;4.0;MANUAL;Sedan;23;17;29925;Mazda Mazdaspeed 6 2007
Mazda;Mazdaspeed MX-5 Miata;2004;premium unleaded (required);178.0;4.0;MANUAL;Convertible;24;18;25730;Mazda Mazdaspeed MX-5 Miata 2004
Mazda;Mazdaspeed MX-5 Miata;2005;premium unleaded (required);178.0;4.0;MANUAL;Convertible;24;18;25780;Mazda Mazdaspeed MX-5 Miata 2005
Mazda;Mazdaspeed Protege;2003;premium unleaded (required);170.0;4.0;MANUAL;Sedan;27;21;20480;Mazda Mazdaspeed Protege 2003
BMW;M;2001;premium unleaded (required);315.0;6.0;MANUAL;Coupe;23;15;44990;BMW M 2001
BMW;M;2002;premium unleaded (required);315.0;6.0;MANUAL;Coupe;25;17;44990;BMW M 2002
BMW;M;2006;premium unleaded (required);330.0;6.0;MANUAL;Coupe;22;14;49300;BMW M 2006
Acura;MDX;2015;premium unleaded (recommended);290.0;6.0;AUTOMATIC;4dr SUV;27;18;44565;Acura MDX 2015
Acura;MDX;2016;premium unleaded (recommended);290.0;6.0;AUTOMATIC;4dr SUV;27;19;43015;Acura MDX 2016
Acura;MDX;2017;premium unleaded (recommended);290.0;6.0;AUTOMATIC;4dr SUV;26;19;56400;Acura MDX 2017
Mercedes-Benz;Metris;2016;premium unleaded (recommended);208.0;4.0;AUTOMATIC;Passenger Minivan;23;20;32500;Mercedes-Benz Metris 2016
Chevrolet;Metro;1999;regular unleaded;55.0;3.0;MANUAL;2dr Hatchback;42;34;2000;Chevrolet Metro 1999
Chevrolet;Metro;2000;regular unleaded;79.0;4.0;MANUAL;Sedan;38;31;2000;Chevrolet Metro 2000
Chevrolet;Metro;2001;regular unleaded;79.0;4.0;AUTOMATIC;Sedan;31;26;12515;Chevrolet Metro 2001
Mitsubishi;Mighty Max Pickup;1994;regular unleaded;116.0;4.0;MANUAL;Regular Cab Pickup;23;18;2000;Mitsubishi Mighty Max Pickup 1994
Mitsubishi;Mighty Max Pickup;1995;regular unleaded;116.0;4.0;MANUAL;Regular Cab Pickup;23;18;2000;Mitsubishi Mighty Max Pickup 1995
Mitsubishi;Mighty Max Pickup;1996;regular unleaded;116.0;4.0;MANUAL;Regular Cab Pickup;23;18;2000;Mitsubishi Mighty Max Pickup 1996
Mazda;Millenia;2000;regular unleaded;210.0;6.0;AUTOMATIC;Sedan;25;17;2381;Mazda Millenia 2000
Mazda;Millenia;2001;premium unleaded (required);210.0;6.0;AUTOMATIC;Sedan;25;17;31025;Mazda Millenia 2001
Mazda;Millenia;2002;regular unleaded;170.0;6.0;AUTOMATIC;Sedan;24;17;28075;Mazda Millenia 2002
Infiniti;M;2012;premium unleaded (required);330.0;6.0;AUTOMATIC;Sedan;24;17;49850;Infiniti M 2012
Infiniti;M;2013;premium unleaded (required);420.0;8.0;AUTOMATIC;Sedan;24;16;61200;Infiniti M 2013
Mitsubishi;Mirage G4;2017;regular unleaded;78.0;3.0;MANUAL;Sedan;40;33;13995;Mitsubishi Mirage G4 2017
Mitsubishi;Mirage;2014;regular unleaded;74.0;3.0;MANUAL;4dr Hatchback;42;34;12995;Mitsubishi Mirage 2014
Mitsubishi;Mirage;2015;regular unleaded;74.0;3.0;MANUAL;4dr Hatchback;42;34;12995;Mitsubishi Mirage 2015
Mitsubishi;Mirage;2017;regular unleaded;78.0;3.0;MANUAL;4dr Hatchback;41;33;14795;Mitsubishi Mirage 2017
Lincoln;MKC;2015;regular unleaded;240.0;4.0;AUTOMATIC;4dr SUV;29;20;46030;Lincoln MKC 2015
Lincoln;MKC;2016;regular unleaded;240.0;4.0;AUTOMATIC;4dr SUV;29;20;46455;Lincoln MKC 2016
Lincoln;MKC;2017;regular unleaded;240.0;4.0;AUTOMATIC;4dr SUV;25;19;41895;Lincoln MKC 2017
Lincoln;MKS;2014;regular unleaded;304.0;6.0;AUTOMATIC;Sedan;28;19;38850;Lincoln MKS 2014
Lincoln;MKS;2015;premium unleaded (recommended);365.0;6.0;AUTOMATIC;Sedan;25;17;45840;Lincoln MKS 2015
Lincoln;MKS;2016;regular unleaded;350.0;6.0;AUTOMATIC;Sedan;24;17;41005;Lincoln MKS 2016
Lincoln;MKT;2015;premium unleaded (recommended);365.0;6.0;AUTOMATIC;Wagon;23;16;45205;Lincoln MKT 2015
Lincoln;MKT;2016;regular unleaded;303.0;6.0;AUTOMATIC;Wagon;24;16;43370;Lincoln MKT 2016
Lincoln;MKT;2017;regular unleaded;303.0;6.0;AUTOMATIC;Wagon;24;16;43530;Lincoln MKT 2017
Lincoln;MKX;2015;regular unleaded;305.0;6.0;AUTOMATIC;4dr SUV;23;17;40850;Lincoln MKX 2015
Lincoln;MKX;2016;regular unleaded;303.0;6.0;AUTOMATIC;4dr SUV;26;17;44045;Lincoln MKX 2016
Lincoln;MKX;2017;regular unleaded;303.0;6.0;AUTOMATIC;4dr SUV;25;17;38260;Lincoln MKX 2017
Lincoln;MKZ Hybrid;2011;regular unleaded;191.0;4.0;AUTOMATIC;Sedan;36;41;34645;Lincoln MKZ Hybrid 2011
Lincoln;MKZ;2015;regular unleaded;231.0;4.0;AUTOMATIC;Sedan;33;22;45555;Lincoln MKZ 2015
Lincoln;MKZ;2016;regular unleaded;231.0;4.0;AUTOMATIC;Sedan;31;22;37080;Lincoln MKZ 2016
Lincoln;MKZ;2017;premium unleaded (recommended);245.0;4.0;AUTOMATIC;Sedan;28;20;36900;Lincoln MKZ 2017
Mercedes-Benz;ML55 AMG;2000;regular unleaded;342.0;8.0;AUTOMATIC;4dr SUV;16;12;5650;Mercedes-Benz ML55 AMG 2000
Dodge;Monaco;1990;regular unleaded;150.0;6.0;AUTOMATIC;Sedan;24;15;2000;Dodge Monaco 1990
Dodge;Monaco;1991;regular unleaded;150.0;6.0;AUTOMATIC;Sedan;24;16;2000;Dodge Monaco 1991
Dodge;Monaco;1992;regular unleaded;150.0;6.0;AUTOMATIC;Sedan;24;16;2000;Dodge Monaco 1992
Pontiac;Montana SV6;2006;regular unleaded;201.0;6.0;AUTOMATIC;Passenger Minivan;23;16;24250;Pontiac Montana SV6 2006
Pontiac;Montana;2003;regular unleaded;185.0;6.0;AUTOMATIC;Passenger Minivan;24;17;26140;Pontiac Montana 2003
Pontiac;Montana;2004;regular unleaded;185.0;6.0;AUTOMATIC;Passenger Minivan;24;17;23335;Pontiac Montana 2004
Pontiac;Montana;2005;regular unleaded;200.0;6.0;AUTOMATIC;Passenger Minivan;21;15;30210;Pontiac Montana 2005
Chevrolet;Monte Carlo;2005;regular unleaded;180.0;6.0;AUTOMATIC;Coupe;29;19;22280;Chevrolet Monte Carlo 2005
