ID_Cliente;Edad;Ingresos_Mensuales_USD;Puntuacion_Gasto;Visitas_Mensuales;Articulos_Comprados;Tiempo_Navegacion_Min;Categoria_Fidelidad
CLIENTE_0902;38;482.0;4;2;32;8.05;Plata
CLIENTE_0903;65;3903.0;46;4;11;5.62;Bronce
CLIENTE_0904;72;1404.0;18;3;14;7.09;Plata
CLIENTE_0905;23;482.0;43;6;31;52.23;Bronce
CLIENTE_0906;45;482.0;80;7;44;43.35;Bronce
CLIENTE_0907;34;888.0;33;6;4;59.78;Oro
CLIENTE_0908;22;924.0;93;4;45;6.12;Plata
CLIENTE_0909;48;925.0;10;8;22;51.7;Bronce
CLIENTE_0910;22;571.0;73;4;29;43.28;Bronce
CLIENTE_0911;55;617.0;59;6;35;40.22;Oro
CLIENTE_0912;20;810.0;31;6;13;24.61;Oro
CLIENTE_0913;70;700.0;28;4;20;25.72;Plata
CLIENTE_0914;40;482.0;60;6;19;51.51;Plata
CLIENTE_0915;54;579.0;3;5;15;44.24;Bronce
CLIENTE_0916;70;482.0;55;4;26;41.87;Plata
CLIENTE_0917;54;739.0;14;6;20;6.69;Bronce
CLIENTE_0918;27;3988.0;58;6;36;15.14;Oro
CLIENTE_0919;27;829.0;89;7;6;57.94;Bronce
CLIENTE_0920;36;551.0;15;6;15;29.99;Plata
CLIENTE_0921;34;1156.0;2;6;4;47.98;Bronce
CLIENTE_0922;38;889.0;24;8;6;26.41;Bronce
CLIENTE_0923;31;856.0;78;6;2;47.04;Bronce
CLIENTE_0924;26;957.0;64;7;36;11.56;Bronce
CLIENTE_0925;63;2285.0;71;3;15;7.32;Bronce
CLIENTE_0926;18;482.0;100;2;12;30.64;Oro
CLIENTE_0927;68;884.0;24;5;40;37.54;Plata
CLIENTE_0928;62;482.0;27;9;44;22.8;Plata
CLIENTE_0929;30;928.0;37;3;41;44.38;Oro
CLIENTE_0930;21;482.0;94;2;7;32.27;Bronce
CLIENTE_0931;18;518.0;91;5;22;56.06;Oro
CLIENTE_0932;66;557.0;39;1;8;9.67;Oro
CLIENTE_0933;57;1195.0;63;4;42;8.66;Bronce
CLIENTE_0934;49;1154.0;79;6;11;54.78;Oro
CLIENTE_0935;51;482.0;26;4;2;41.8;Bronce
CLIENTE_0936;45;687.0;65;5;30;41.91;Bronce
CLIENTE_0937;48;482.0;4;5;4;6.52;Bronce
CLIENTE_0938;25;482.0;29;1;25;56.57;Oro
CLIENTE_0939;56;584.0;1;9;21;47.45;Plata
CLIENTE_0940;43;553.0;50;3;25;47.04;Plata
CLIENTE_0941;51;2853.0;86;2;9;55.16;Bronce
CLIENTE_0942;71;862.0;11;6;8;36.8;Bronce
CLIENTE_0943;71;482.0;74;5;5;26.71;Oro
CLIENTE_0944;20;482.0;59;3;46;31.44;Bronce
CLIENTE_0945;67;1228.0;62;4;28;47.75;Bronce
CLIENTE_0946;29;2329.0;81;5;2;47.28;Bronce
CLIENTE_0947;18;482.0;36;8;21;38.53;Bronce
CLIENTE_0948;71;482.0;56;3;49;16.99;Plata
CLIENTE_0949;61;2044.0;90;6;8;50.04;Plata
CLIENTE_0950;22;840.0;21;9;34;40.6;Bronce
CLIENTE_0951;47;482.0;13;7;23;17.17;Bronce
CLIENTE_0952;47;917.0;9;3;15;31.44;Bronce
CLIENTE_0953;74;482.0;11;4;27;59.85;Bronce
CLIENTE_0954;34;666.0;75;4;2;23.06;Oro
CLIENTE_0955;65;810.0;70;11;28;11.41;Bronce
CLIENTE_0956;64;1158.0;1;4;11;6.19;Bronce
CLIENTE_0957;40;482.0;70;5;46;15.15;Bronce
CLIENTE_0958;32;700.0;77;7;21;15.28;Bronce
CLIENTE_0959;54;482.0;86;13;42;52.19;Plata
CLIENTE_0960;38;775.0;56;8;32;13.59;Bronce
CLIENTE_0961;31;482.0;31;6;32;52.45;Plata
CLIENTE_0962;19;521.0;86;5;7;9.77;Bronce
CLIENTE_0963;28;482.0;37;4;22;54.87;Plata
CLIENTE_0964;68;983.0;47;3;14;19.1;Oro
CLIENTE_0965;56;1113.0;91;9;13;38.63;Bronce
CLIENTE_0966;55;578.0;78;7;21;13.78;Oro
CLIENTE_0967;51;681.0;47;9;22;26.45;Plata
CLIENTE_0968;55;482.0;69;6;34;9.72;Bronce
CLIENTE_0969;67;556.0;58;7;10;36.87;Plata
CLIENTE_0970;51;645.0;36;4;1;24.02;Bronce
CLIENTE_0971;35;3205.0;32;6;1;51.87;Oro
CLIENTE_0972;47;482.0;98;4;24;15.0;Bronce
CLIENTE_0973;32;1601.0;64;2;3;20.4;Plata
CLIENTE_0974;44;1210.0;71;4;31;14.75;Oro
CLIENTE_0975;68;787.0;42;5;43;36.01;Bronce
CLIENTE_0976;51;1911.0;48;3;41;11.15;Bronce
CLIENTE_0977;69;832.0;74;6;13;15.41;Plata
CLIENTE_0978;74;840.0;81;2;4;42.32;Plata
CLIENTE_0979;55;644.0;30;2;23;9.09;Oro
CLIENTE_0980;50;1386.0;21;5;6;45.87;Plata
CLIENTE_0981;41;1284.0;60;6;34;10.74;Bronce
CLIENTE_0982;32;482.0;13;4;41;37.2;Plata
CLIENTE_0983;47;482.0;1;2;18;59.88;Bronce
CLIENTE_0984;72;589.0;65;5;36;14.56;Bronce
CLIENTE_0985;59;482.0;33;7;26;19.36;Plata
CLIENTE_0986;68;640.0;38;9;33;54.41;Bronce
CLIENTE_0987;34;1398.0;25;5;33;39.45;Bronce
CLIENTE_0988;22;506.0;26;7;25;32.09;Bronce
CLIENTE_0989;46;648.0;77;10;17;35.95;Plata
CLIENTE_0990;21;689.0;59;5;3;21.25;Bronce
CLIENTE_0991;27;1107.0;92;6;22;52.04;Bronce
CLIENTE_0992;73;482.0;33;7;49;45.99;Bronce
CLIENTE_0993;34;482.0;41;6;35;40.34;Bronce
CLIENTE_0994;27;755.0;30;9;4;56.25;Bronce
CLIENTE_0995;34;1367.0;57;6;28;36.8;Bronce
CLIENTE_0996;37;495.0;49;4;13;33.15;Plata
CLIENTE_0997;41;482.0;48;7;30;58.66;Bronce
CLIENTE_0998;22;965.0;72;3;47;16.33;Plata
CLIENTE_0999;51;482.0;49;4;12;12.81;Bronce
CLIENTE_1000;23;482.0;47;3;3;13.93;Bronce
CLIENTE_1001;70;482.0;56;5;21;59.42;Bronce
CLIENTE_1002;19;595.0;65;2;40;40.87;Plata
CLIENTE_1003;30;482.0;12;3;1;21.83;Plata
CLIENTE_1004;60;482.0;69;3;18;18.69;Oro
CLIENTE_1005;60;1139.0;88;7;13;8.12;Bronce
CLIENTE_1006;65;1429.0;6;4;7;12.26;Plata
CLIENTE_1007;28;983.0;89;7;13;54.95;Bronce
CLIENTE_1008;68;482.0;65;5;17;46.1;Bronce
CLIENTE_1009;64;589.0;25;3;45;56.79;Bronce
CLIENTE_1010;74;663.0;1;7;32;28.31;Bronce
CLIENTE_1011;40;953.0;32;4;29;38.07;Plata
CLIENTE_1012;72;993.0;3;4;45;31.6;Bronce
CLIENTE_1013;33;482.0;49;5;30;53.48;Plata
CLIENTE_1014;48;699.0;19;3;11;59.53;Bronce
CLIENTE_1015;28;875.0;60;6;14;56.3;Bronce
CLIENTE_1016;71;1593.0;29;9;10;37.89;Oro
CLIENTE_1017;33;1015.0;50;3;8;8.4;Plata
CLIENTE_1018;25;1068.0;2;2;31;38.96;Plata
CLIENTE_1019;21;699.0;73;2;6;10.34;Bronce
CLIENTE_1020;57;1550.0;56;7;19;12.64;Bronce
CLIENTE_1021;21;851.0;17;5;19;15.52;Bronce
CLIENTE_1022;73;482.0;60;8;12;24.99;Oro
CLIENTE_1023;42;1544.0;36;6;39;37.55;Bronce
CLIENTE_1024;20;1011.0;61;4;18;23.35;Plata
CLIENTE_1025;49;510.0;17;4;3;29.87;Oro
CLIENTE_1026;20;499.0;49;7;9;7.6;Oro
CLIENTE_1027;44;795.0;76;2;6;39.09;Oro
CLIENTE_1028;46;878.0;60;2;1;41.14;Plata
CLIENTE_1029;49;749.0;20;5;42;10.47;Bronce
CLIENTE_1030;67;802.0;50;6;40;48.18;Oro
CLIENTE_1031;68;1845.0;3;6;29;40.61;Oro
CLIENTE_1032;36;1265.0;43;3;49;31.94;Plata
CLIENTE_1033;38;746.0;57;13;35;35.41;Bronce
CLIENTE_1034;22;1170.0;50;6;35;32.67;Bronce
CLIENTE_1035;35;482.0;68;4;30;7.96;Bronce
CLIENTE_1036;45;845.0;81;7;35;45.43;Bronce
CLIENTE_1037;59;1970.0;50;4;39;33.15;Plata
CLIENTE_1038;39;584.0;37;9;22;14.51;Plata
CLIENTE_1039;38;482.0;46;4;43;42.44;Plata
CLIENTE_1040;23;482.0;42;4;28;43.23;Bronce
CLIENTE_1041;18;482.0;15;8;18;16.74;Plata
CLIENTE_1042;22;482.0;33;4;32;48.81;Oro
CLIENTE_1043;58;533.0;80;7;5;30.11;Plata
CLIENTE_1044;29;482.0;11;4;34;14.93;Plata
CLIENTE_1045;43;671.0;20;2;31;41.17;Plata
CLIENTE_1046;63;1143.0;24;5;46;37.82;Plata
CLIENTE_1047;51;482.0;64;4;33;14.37;Oro
CLIENTE_1048;66;1655.0;80;5;4;52.98;Bronce
CLIENTE_1049;31;904.0;94;2;14;52.0;Bronce
CLIENTE_1050;43;1234.0;98;4;15;50.99;Bronce
CLIENTE_1051;62;482.0;65;3;20;26.96;Plata
CLIENTE_1052;44;1111.0;88;4;20;50.35;Oro
CLIENTE_1053;26;482.0;88;6;49;51.46;Bronce
CLIENTE_1054;43;1135.0;73;9;35;59.81;Bronce
CLIENTE_1055;74;737.0;86;6;4;57.67;Bronce
CLIENTE_1056;64;927.0;76;8;18;26.06;Oro
CLIENTE_1057;74;482.0;17;4;24;15.9;Bronce
CLIENTE_1058;39;482.0;89;5;27;21.09;Bronce
CLIENTE_1059;64;952.0;92;5;33;32.21;Bronce
CLIENTE_1060;73;482.0;61;6;25;49.3;Oro
CLIENTE_1061;47;878.0;15;3;5;44.76;Plata
CLIENTE_1062;60;482.0;94;2;18;48.32;Plata
CLIENTE_1063;65;1106.0;51;2;45;25.9;Bronce
CLIENTE_1064;34;482.0;27;5;46;18.58;Plata
CLIENTE_1065;43;926.0;86;3;20;6.33;Bronce
CLIENTE_1066;53;968.0;74;4;35;39.44;Plata
CLIENTE_1067;18;482.0;61;10;6;48.73;Plata
CLIENTE_1068;25;943.0;58;4;27;53.9;Plata
CLIENTE_1069;66;778.0;31;6;28;31.19;Oro
CLIENTE_1070;52;482.0;91;7;11;56.02;Bronce
CLIENTE_1071;69;482.0;12;7;9;16.13;Bronce
CLIENTE_1072;32;482.0;46;6;28;33.29;Plata
CLIENTE_1073;64;820.0;31;3;19;16.76;Plata
CLIENTE_1074;73;482.0;32;1;39;15.34;Bronce
CLIENTE_1075;39;704.0;32;6;21;57.44;Bronce
CLIENTE_1076;31;568.0;99;6;31;49.98;Plata
CLIENTE_1077;43;1000.0;53;5;42;5.65;Bronce
CLIENTE_1078;45;555.0;61;5;7;19.77;Oro
CLIENTE_1079;40;546.0;46;3;37;16.28;Plata
CLIENTE_1080;31;1032.0;85;7;25;13.09;Oro
CLIENTE_1081;41;813.0;74;9;28;43.36;Oro
CLIENTE_1082;19;804.0;80;2;36;36.18;Plata
CLIENTE_1083;62;881.0;7;10;17;29.97;Bronce
CLIENTE_1084;43;482.0;4;6;26;15.42;Bronce
CLIENTE_1085;31;1047.0;91;6;28;20.27;Oro
CLIENTE_1086;73;961.0;52;4;37;24.59;Plata
CLIENTE_1087;68;482.0;89;5;17;48.2;Bronce
CLIENTE_1088;24;575.0;31;5;49;59.41;Plata
CLIENTE_1089;20;650.0;75;8;17;15.12;Bronce
CLIENTE_1090;64;614.0;84;1;33;23.78;Bronce
CLIENTE_1091;40;813.0;36;3;34;20.41;Bronce
CLIENTE_1092;63;1570.0;54;4;23;7.42;Bronce
CLIENTE_1093;60;1273.0;54;4;30;17.06;Oro
CLIENTE_1094;64;482.0;17;3;27;54.59;Bronce
CLIENTE_1095;62;966.0;75;11;9;51.36;Bronce
CLIENTE_1096;35;1476.0;30;7;20;14.22;Plata
CLIENTE_1097;55;839.0;99;5;23;25.14;Oro
CLIENTE_1098;52;1280.0;22;4;47;22.09;Bronce
CLIENTE_1099;68;2225.0;43;5;19;13.13;Plata
CLIENTE_1100;32;1229.0;27;6;37;39.22;Bronce
CLIENTE_1101;42;772.0;37;4;45;35.65;Bronce
CLIENTE_1102;72;1245.0;46;8;4;28.48;Bronce
CLIENTE_1103;54;726.0;35;6;13;52.05;Plata
CLIENTE_1104;45;675.0;4;7;38;39.08;Plata
CLIENTE_1105;27;539.0;80;5;12;19.26;Bronce
CLIENTE_1106;56;1699.0;80;5;9;25.55;Bronce
CLIENTE_1107;74;482.0;85;5;15;13.26;Bronce
CLIENTE_1108;34;1668.0;26;1;21;37.53;Oro
CLIENTE_1109;56;898.0;100;5;15;37.26;Plata
CLIENTE_1110;39;482.0;19;5;49;52.86;Plata
CLIENTE_1111;43;829.0;81;4;5;52.07;Bronce
CLIENTE_1112;61;482.0;45;8;5;51.03;Bronce
CLIENTE_1113;42;968.0;26;4;25;35.19;Bronce
CLIENTE_1114;34;1131.0;22;5;24;40.86;Bronce
CLIENTE_1115;30;482.0;58;8;37;47.65;Bronce
CLIENTE_1116;37;716.0;63;4;31;10.04;Oro
CLIENTE_1117;42;2148.0;28;9;46;21.53;Oro
CLIENTE_1118;21;491.0;65;8;34;14.3;Plata
CLIENTE_1119;27;482.0;44;5;41;33.13;Bronce
CLIENTE_1120;20;1618.0;100;5;14;51.07;Bronce
CLIENTE_1121;58;2159.0;43;6;27;17.69;Bronce
CLIENTE_1122;62;667.0;37;9;47;45.2;Bronce
CLIENTE_1123;35;1220.0;66;5;4;27.32;Bronce
CLIENTE_1124;64;1488.0;17;6;23;54.67;Oro
CLIENTE_1125;53;482.0;40;7;38;39.47;Plata
CLIENTE_1126;64;497.0;38;8;46;58.71;Bronce
CLIENTE_1127;39;1392.0;85;7;5;18.51;Bronce
CLIENTE_1128;51;1828.0;61;3;27;55.82;Bronce
CLIENTE_1129;64;932.0;9;4;43;24.64;Bronce
CLIENTE_1130;25;482.0;77;2;14;39.21;Oro
CLIENTE_1131;57;2191.0;75;5;7;14.6;Plata
CLIENTE_1132;66;484.0;61;5;46;46.79;Bronce
CLIENTE_1133;61;544.0;80;3;45;58.8;Bronce
CLIENTE_1134;36;817.0;16;3;18;48.31;Bronce
CLIENTE_1135;59;1690.0;2;6;32;38.87;Plata
CLIENTE_1136;58;1110.0;72;7;2;29.65;Bronce
CLIENTE_1137;54;853.0;43;4;41;23.99;Bronce
CLIENTE_1138;23;878.0;42;7;43;28.05;Plata
CLIENTE_1139;69;683.0;77;5;20;23.06;Bronce
CLIENTE_1140;43;930.0;57;2;29;50.8;Plata
CLIENTE_1141;51;482.0;81;5;43;54.12;Bronce
CLIENTE_1142;73;557.0;88;3;26;57.23;Bronce
CLIENTE_1143;62;769.0;67;4;38;28.01;Bronce
CLIENTE_1144;23;482.0;30;4;1;35.04;Bronce
CLIENTE_1145;54;839.0;13;3;5;36.73;Bronce
CLIENTE_1146;74;588.0;19;3;14;40.81;Oro
CLIENTE_1147;50;1907.0;7;7;25;5.14;Bronce
CLIENTE_1148;70;1709.0;9;2;48;51.35;Bronce
CLIENTE_1149;39;503.0;83;1;9;19.75;Plata
CLIENTE_1150;38;608.0;54;4;30;30.97;Bronce
CLIENTE_1151;23;636.0;86;3;19;51.29;Bronce
CLIENTE_1152;23;507.0;82;5;40;59.83;Oro
CLIENTE_1153;72;748.0;61;4;8;48.72;Bronce
CLIENTE_1154;65;482.0;87;5;16;6.37;Oro
CLIENTE_1155;21;482.0;2;4;8;25.28;Oro
CLIENTE_1156;47;966.0;50;7;23;18.6;Oro
CLIENTE_1157;28;970.0;75;4;9;58.03;Bronce
CLIENTE_1158;47;482.0;31;10;32;19.53;Bronce
CLIENTE_1159;48;1138.0;33;4;37;56.88;Plata
CLIENTE_1160;41;482.0;78;7;34;56.56;Bronce
CLIENTE_1161;72;774.0;80;3;46;51.17;Plata
CLIENTE_1162;26;1088.0;11;4;18;10.39;Oro
CLIENTE_1163;72;652.0;33;5;45;5.11;Oro
CLIENTE_1164;20;874.0;7;7;44;48.66;Bronce
CLIENTE_1165;68;488.0;31;2;15;51.38;Bronce
CLIENTE_1166;48;591.0;48;3;15;57.92;Bronce
CLIENTE_1167;57;588.0;47;8;29;17.01;Bronce
CLIENTE_1168;54;482.0;78;2;23;45.32;Bronce
CLIENTE_1169;53;598.0;92;10;23;33.55;Plata
CLIENTE_1170;41;482.0;53;3;1;23.07;Plata
CLIENTE_1171;48;495.0;80;8;22;38.35;Oro
CLIENTE_1172;23;561.0;19;4;7;35.15;Bronce
CLIENTE_1173;19;570.0;81;10;45;21.08;Plata
CLIENTE_1174;37;575.0;90;4;32;19.77;Plata
CLIENTE_1175;45;641.0;6;8;28;31.76;Oro
CLIENTE_1176;28;887.0;49;4;32;31.07;Oro
CLIENTE_1177;21;1124.0;73;5;33;21.61;Bronce
CLIENTE_1178;32;482.0;50;6;43;19.51;Oro
CLIENTE_1179;23;482.0;81;5;13;57.49;Bronce
CLIENTE_1180;71;482.0;95;5;28;52.43;Oro
CLIENTE_1181;66;497.0;12;2;9;49.92;Plata
CLIENTE_1182;47;539.0;23;6;48;16.79;Bronce
CLIENTE_1183;73;482.0;54;5;43;15.41;Oro
CLIENTE_1184;55;482.0;69;5;3;49.51;Bronce
CLIENTE_1185;68;506.0;100;3;17;15.16;Oro
CLIENTE_1186;74;742.0;59;5;34;32.69;Plata
CLIENTE_1187;19;951.0;36;7;32;17.18;Plata
CLIENTE_1188;32;482.0;3;4;9;25.79;Bronce
CLIENTE_1189;28;519.0;58;4;41;51.94;Bronce
CLIENTE_1190;25;482.0;88;7;48;54.03;Oro
CLIENTE_1191;43;653.0;55;5;1;59.82;Bronce
CLIENTE_1192;68;482.0;57;5;49;56.91;Oro
CLIENTE_1193;62;938.0;17;3;42;41.92;Plata
CLIENTE_1194;61;482.0;39;7;20;28.74;Plata
CLIENTE_1195;22;536.0;90;9;5;8.17;Plata
CLIENTE_1196;23;797.0;68;8;40;38.45;Bronce
CLIENTE_1197;43;743.0;55;7;45;16.59;Bronce
CLIENTE_1198;71;3347.0;45;5;21;51.76;Plata
CLIENTE_1199;21;820.0;76;7;5;35.19;Oro
CLIENTE_1200;36;482.0;1;3;4;45.34;Plata
CLIENTE_1201;37;628.0;21;7;8;42.04;Bronce
CLIENTE_1202;50;482.0;83;13;25;24.1;Oro
CLIENTE_1203;37;634.0;21;6;7;46.75;Plata
CLIENTE_1204;66;482.0;52;5;37;51.39;Plata
CLIENTE_1205;29;1152.0;82;3;42;45.93;Plata
CLIENTE_1206;64;482.0;43;8;32;47.72;Plata
CLIENTE_1207;18;620.0;52;2;17;24.8;Plata
CLIENTE_1208;43;482.0;67;7;28;56.9;Plata
CLIENTE_1209;31;1888.0;44;3;6;28.35;Bronce
CLIENTE_1210;55;549.0;32;6;42;54.34;Plata
CLIENTE_1211;54;1997.0;10;2;48;52.18;Bronce
CLIENTE_1212;28;1084.0;64;6;42;11.84;Plata
CLIENTE_1213;53;888.0;79;1;36;58.14;Bronce
CLIENTE_1214;30;830.0;69;7;2;59.8;Bronce
CLIENTE_1215;60;842.0;68;3;31;38.34;Oro
CLIENTE_1216;20;482.0;28;6;1;48.07;Bronce
CLIENTE_1217;50;563.0;53;0;3;56.35;Plata
CLIENTE_1218;23;1104.0;51;5;13;6.1;Bronce
CLIENTE_1219;67;646.0;53;5;31;56.15;Bronce
CLIENTE_1220;73;482.0;4;5;29;39.51;Bronce
CLIENTE_1221;27;645.0;79;5;44;50.57;Oro
CLIENTE_1222;22;1849.0;17;5;33;34.74;Bronce
CLIENTE_1223;40;1405.0;67;2;10;34.18;Bronce
CLIENTE_1224;27;641.0;74;6;38;54.36;Bronce
CLIENTE_1225;61;1177.0;47;5;9;32.91;Bronce
CLIENTE_1226;19;534.0;56;7;1;30.95;Oro
CLIENTE_1227;30;482.0;23;4;44;38.45;Plata
CLIENTE_1228;57;482.0;18;9;37;33.52;Bronce
CLIENTE_1229;19;1699.0;1;4;32;29.55;Bronce
CLIENTE_1230;37;564.0;35;2;33;14.93;Bronce
CLIENTE_1231;18;575.0;64;5;2;26.86;Plata
CLIENTE_1232;54;556.0;58;5;46;20.51;Bronce
CLIENTE_1233;26;2085.0;95;6;2;27.03;Plata
CLIENTE_1234;34;1764.0;59;5;5;37.62;Plata
CLIENTE_1235;26;2518.0;1;2;10;38.49;Bronce
CLIENTE_1236;28;605.0;3;8;38;18.13;Plata
CLIENTE_1237;32;794.0;67;4;37;9.65;Bronce
CLIENTE_1238;41;482.0;37;6;2;45.94;Bronce
CLIENTE_1239;55;1613.0;83;6;41;34.07;Bronce
CLIENTE_1240;72;482.0;29;5;42;29.32;Bronce
CLIENTE_1241;52;758.0;89;6;40;12.13;Oro
CLIENTE_1242;47;482.0;33;4;25;27.81;Plata
CLIENTE_1243;48;482.0;100;9;38;50.0;Oro
CLIENTE_1244;66;482.0;61;4;37;36.98;Plata
CLIENTE_1245;22;482.0;93;6;18;10.0;Bronce
CLIENTE_1246;61;482.0;90;7;27;23.28;Bronce
CLIENTE_1247;67;482.0;4;4;20;58.89;Oro
CLIENTE_1248;31;1097.0;14;1;34;34.95;Bronce
CLIENTE_1249;70;482.0;91;4;44;20.75;Bronce
CLIENTE_1250;73;759.0;33;4;8;55.24;Bronce
CLIENTE_1251;28;1381.0;22;6;4;23.48;Bronce
CLIENTE_1252;26;489.0;48;4;30;45.14;Bronce
CLIENTE_1253;51;482.0;3;1;36;13.1;Bronce
CLIENTE_1254;29;579.0;87;3;9;13.61;Bronce
CLIENTE_1255;52;1350.0;85;12;41;35.87;Bronce
CLIENTE_1256;52;747.0;23;1;12;18.19;Plata
CLIENTE_1257;18;484.0;68;3;14;7.71;Plata
CLIENTE_1258;57;889.0;21;5;35;55.96;Plata
CLIENTE_1259;39;482.0;43;4;6;8.08;Bronce
CLIENTE_1260;46;1001.0;95;6;47;44.46;Plata
CLIENTE_1261;25;850.0;85;5;23;23.31;Bronce
CLIENTE_1262;28;553.0;26;3;4;56.34;Oro
CLIENTE_1263;58;482.0;41;8;1;59.23;Plata
CLIENTE_1264;54;482.0;99;5;9;23.45;Bronce
CLIENTE_1265;31;917.0;38;7;48;37.51;Bronce
CLIENTE_1266;47;1390.0;88;3;9;47.51;Plata
CLIENTE_1267;52;482.0;11;10;44;11.79;Bronce
CLIENTE_1268;38;876.0;29;9;46;44.02;Bronce
CLIENTE_1269;54;482.0;60;7;15;54.84;Bronce
CLIENTE_1270;22;482.0;67;4;24;14.82;Bronce
CLIENTE_1271;36;653.0;65;2;48;51.13;Bronce
CLIENTE_1272;31;482.0;61;5;8;11.36;Bronce
CLIENTE_1273;43;482.0;19;6;28;36.26;Oro
CLIENTE_1274;21;482.0;46;7;42;23.67;Bronce
CLIENTE_1275;42;793.0;49;6;46;30.94;Plata
CLIENTE_1276;62;594.0;22;8;17;21.53;Plata
CLIENTE_1277;59;482.0;78;3;35;19.33;Bronce
CLIENTE_1278;42;482.0;57;4;31;45.87;Oro
CLIENTE_1279;35;482.0;14;3;4;17.27;Plata
CLIENTE_1280;57;875.0;44;7;48;27.46;Bronce
CLIENTE_1281;25;482.0;16;6;14;20.1;Plata
CLIENTE_1282;56;493.0;97;7;25;18.12;Oro
CLIENTE_1283;57;485.0;77;5;46;39.49;Oro
CLIENTE_1284;31;1530.0;12;4;48;7.5;Plata
CLIENTE_1285;49;528.0;55;5;40;48.39;Plata
CLIENTE_1286;68;837.0;51;5;7;35.04;Bronce
CLIENTE_1287;55;724.0;39;3;31;50.56;Oro
CLIENTE_1288;50;482.0;33;4;35;16.72;Bronce
CLIENTE_1289;40;1055.0;33;6;38;44.02;Bronce
CLIENTE_1290;32;757.0;29;10;20;28.13;Oro
CLIENTE_1291;50;902.0;69;5;16;9.22;Bronce
CLIENTE_1292;42;6500.0;70;2;22;46.39;Plata
CLIENTE_1293;34;482.0;31;7;36;46.92;Bronce
CLIENTE_1294;50;1872.0;80;3;19;19.9;Oro
CLIENTE_1295;64;560.0;31;3;2;55.38;Bronce
CLIENTE_1296;72;790.0;89;6;4;47.02;Plata
CLIENTE_1297;19;647.0;46;6;34;21.87;Bronce
CLIENTE_1298;31;516.0;97;6;7;18.15;Bronce
CLIENTE_1299;70;482.0;77;3;47;29.2;Oro
CLIENTE_1300;57;811.0;52;7;49;21.1;Bronce
CLIENTE_1301;57;482.0;10;11;14;16.94;Bronce
CLIENTE_1302;68;1044.0;88;9;43;26.95;Bronce
CLIENTE_1303;56;518.0;74;6;32;6.41;Bronce
CLIENTE_1304;68;482.0;41;3;17;27.08;Plata
CLIENTE_1305;23;508.0;95;3;37;17.19;Bronce
CLIENTE_1306;23;1414.0;77;4;14;19.54;Bronce
CLIENTE_1307;20;482.0;3;8;17;9.54;Bronce
CLIENTE_1308;24;825.0;59;4;32;37.39;Oro
CLIENTE_1309;68;482.0;52;5;2;30.96;Plata
CLIENTE_1310;25;1048.0;34;10;39;46.28;Plata
CLIENTE_1311;59;1004.0;49;7;4;59.29;Bronce
CLIENTE_1312;69;2017.0;28;5;40;11.57;Plata
CLIENTE_1313;32;599.0;83;5;30;19.98;Oro
CLIENTE_1314;64;993.0;87;3;30;42.53;Plata
CLIENTE_1315;46;705.0;96;6;33;18.05;Bronce
CLIENTE_1316;50;1447.0;13;4;42;6.66;Oro
CLIENTE_1317;69;482.0;97;4;1;11.04;Bronce
CLIENTE_1318;47;1040.0;98;1;33;28.85;Bronce
CLIENTE_1319;56;592.0;97;8;36;28.69;Plata
CLIENTE_1320;44;640.0;69;0;49;58.48;Bronce
CLIENTE_1321;53;703.0;67;4;31;30.63;Bronce
CLIENTE_1322;46;774.0;61;7;37;42.29;Oro
CLIENTE_1323;55;620.0;60;7;14;32.07;Bronce
CLIENTE_1324;74;757.0;71;7;6;19.85;Plata
CLIENTE_1325;50;1714.0;24;2;7;10.8;Oro
CLIENTE_1326;54;1201.0;63;7;40;52.25;Plata
CLIENTE_1327;44;1120.0;86;3;24;13.4;Plata
CLIENTE_1328;72;506.0;61;6;4;10.33;Oro
CLIENTE_1329;50;482.0;23;4;25;16.76;Plata
CLIENTE_1330;21;1180.0;30;2;3;5.14;Bronce
CLIENTE_1331;39;1125.0;60;2;28;8.96;Oro
CLIENTE_1332;19;1609.0;18;3;23;39.94;Bronce
CLIENTE_1333;27;482.0;96;1;36;18.4;Bronce
CLIENTE_1334;22;580.0;56;8;48;23.62;Bronce
CLIENTE_1335;27;482.0;53;5;13;50.94;Plata
CLIENTE_1336;50;526.0;7;5;22;47.51;Oro
CLIENTE_1337;71;1209.0;97;6;25;32.07;Bronce
CLIENTE_1338;55;503.0;69;1;43;38.71;Bronce
CLIENTE_1339;30;977.0;92;4;24;9.72;Bronce
CLIENTE_1340;48;593.0;72;1;43;46.89;Plata
CLIENTE_1341;64;808.0;79;1;37;33.39;Bronce
CLIENTE_1342;53;482.0;52;5;33;36.4;Plata
CLIENTE_1343;62;700.0;4;1;14;41.6;Plata
CLIENTE_1344;41;482.0;34;4;24;32.51;Plata
CLIENTE_1345;69;595.0;69;7;22;33.69;Plata
CLIENTE_1346;73;482.0;33;4;37;32.48;Bronce
CLIENTE_1347;32;1371.0;69;4;23;32.32;Plata
CLIENTE_1348;46;1060.0;38;4;6;46.26;Bronce
CLIENTE_1349;25;880.0;98;1;19;28.5;Bronce
CLIENTE_1350;22;1657.0;26;6;12;5.16;Bronce
CLIENTE_1351;46;482.0;1;3;26;38.66;Bronce
CLIENTE_1352;64;1898.0;4;4;29;57.4;Bronce
CLIENTE_1353;21;1164.0;39;5;14;19.13;Bronce
